title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,7nemcVsXVFZF01iqpIIo2Y,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962
By My Side,INXS,1vmOWok3n7VAWh08KpEB4y,0.517,0.464,11,-8.721,0,0.0245,0.0394,0.000387,0.154,0.161,92.985
Rose of Cimmaron,Poco,2nRa4K5hBFGMnP1Yx1rJ1y,0.198,0.741,6,-6.764,1,0.0328,0.294,0.613,0.934,0.41,154.794
Hymn to Her - 2007 Remaster,Pretenders,246wvuEUJB2M39uBZTcHu5,0.545,0.552,0,-9.351,1,0.0346,0.127,0.0,0.118,0.243,95.166
Wide Open Road,The Triffids,620zXJyl50tD6FMobTqZN6,0.513,0.69,7,-8.545,1,0.0425,0.0997,0.19,0.0967,0.564,161.693
Be My Friend,Free,0DcwpJL0RT6Y2jSxIumYAT,0.452,0.507,8,-11.49,1,0.0334,0.364,0.00422,0.175,0.513,130.584
It Slipped My Mind,The Doors,2lX58uaD9vvyFScvxUa55j,0.665,0.442,4,-13.547,0,0.0314,0.541,0.582,0.155,0.818,128.808
Con te partirò,Andrea Bocelli,7zrpoAJte9o12TzawqgdD0,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267
Canyon Moon,Harry Styles,5IhzJOXNE7ki0IIJbZbnGq,0.603,0.621,2,-7.14,1,0.0267,0.328,3.49e-05,0.119,0.7,94.022
Secrets of the Castle,John Williams,5PUvxyQ0STurZq4TM8yl4F,0.219,0.0283,2,-29.83,0,0.0357,0.933,0.827,0.132,0.0828,57.394
Give Me Love,Ed Sheeran,0SuG9kyzGRpDqrCWtgD6Lq,0.526,0.328,1,-9.864,1,0.0461,0.694,0.0,0.112,0.11,116.068
Chopin - Prelude E-Minor OP.28 No 4,Martin Bloch,3ogwFGLaTYfEshY9VfTIHA,0.421,0.0154,4,-28.787,0,0.053,0.994,0.915,0.0801,0.0482,68.42
Hermione's Parents,Alexandre Desplat,2nyNOInBfhRwhZcSIvlGsR,0.0667,0.0905,1,-29.26,0,0.0482,0.902,0.935,0.11,0.0372,60.361
Red Right Hand - From 'Peaky Blinders' Original Soundtrack,PJ Harvey,0E0ZAWynZx0CutIg4rb8q3,0.241,0.0695,7,-21.218,1,0.0439,0.986,0.00686,0.0863,0.0374,169.846
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012
Harry & Hermione,Nicholas Hooper,22H2KFYM3RJXFIezRQeaeG,0.317,0.0436,0,-29.086,1,0.0317,0.891,0.922,0.157,0.0396,89.651
Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,3OwtuzRo8mc7lgsBau9MWk,0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649
Forget Her,Jeff Buckley,6UuVONmxXwTKN1ISepuAoQ,0.441,0.563,9,-5.252,0,0.0288,0.0981,9.78e-05,0.221,0.282,182.704
Many Rivers to Cross,The Animals,2K1g6ZjdpC7ulpo3WN76fW,0.387,0.452,3,-6.966,1,0.0303,0.324,0.0,0.127,0.331,140.709
Für Elise,Bethoven Masterpieces,43pO3jXkOubijYxxH8zl0N,0.27,0.146,10,-25.09,1,0.0326,0.98,0.888,0.101,0.084,139.983
"Your Song - From ""Moulin Rouge"" Soundtrack",Various Artists,1UmIWsuzcitp1VhsEKviJZ,0.271,0.318,5,-9.464,1,0.0357,0.535,4.98e-05,0.109,0.231,133.147
Just Tonight,The Pretty Reckless,0MqhXAFU5rnOtskcRkllYG,0.278,0.95,6,-2.796,1,0.114,0.0012,0.0174,0.117,0.291,163.877
Angie,The Rolling Stones,1GcVa4jFySlun4jLSuMhiq,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302
Young And Beautiful,Various Artists,6JF5OEqj3bIEdoBTkHVACm,0.321,0.416,11,-8.935,0,0.0343,0.266,3.02e-05,0.106,0.151,114.594
Haunted,Beyoncé,7cioKB5CHVzk09SOtTyn0T,0.436,0.534,1,-9.416,0,0.0773,0.103,0.00643,0.507,0.325,122.822
Red Right Hand - 2011 Remastered Version,Nick Cave & The Bad Seeds,0qHeP8zt2WWef7EWCs1ECj,0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,3B7udSGy2PfgoCniMSb523,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037
Pathetique (First Movement),Bethoven Masterpieces,3STgeyQqrlzSOc01XhK2Sq,0.368,0.184,8,-24.285,1,0.0535,0.952,0.903,0.113,0.0932,79.008
"Lover, You Should've Come Over",Jeff Buckley,6Jv7kjGkhY2fT4yuBF3aTz,0.387,0.595,2,-5.67,1,0.0389,0.361,1.1e-05,0.174,0.151,119.38
Into the Night,Angelo Badalamenti,10JOKdy8ynkSiGTWKgfFuE,0.497,0.0371,6,-26.201,0,0.0332,0.946,0.133,0.174,0.0386,102.734
Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,1k5iH4KDKi56MFvlnrALNV,0.457,0.308,0,-11.474,1,0.0398,0.309,1.64e-06,0.107,0.271,103.11
"If You See Her, Say Hello",Bob Dylan,3xNO6JUk9ySYjxuqzcZYRB,0.383,0.224,2,-16.99,1,0.0274,0.768,0.0,0.087,0.466,102.94
If I Was Your Vampire,Marilyn Manson,1JF3ILomReKxKRkYMBXSnK,0.529,0.458,11,-8.689,0,0.0452,0.00573,0.00758,0.172,0.0892,114.018
Give My Love To Rose,Johnny Cash,3Prk96Esj2yy7RHfseIWOG,0.685,0.267,9,-11.609,1,0.0381,0.909,0.00511,0.105,0.338,131.057
Mandy,Barry Manilow,6iXQrhhgBisdfvS34EMTZ3,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734
Has Anyone Ever Written Anything for You,Stevie Nicks,1PAnGhRo2tHpM2DNibEEe6,0.529,0.149,5,-15.795,1,0.0257,0.951,0.0759,0.153,0.178,86.921
Leaving Hogwarts,John Williams,15yScQGLH5QOuXm9XbhnPb,0.183,0.0473,2,-21.272,1,0.0375,0.932,0.91,0.0984,0.0365,73.398
Electric Chapel,Lady Gaga,7B0zSMcY1H98W9uRCPrc33,0.676,0.916,9,-4.511,0,0.0394,0.00135,0.00142,0.274,0.8,128.024
Woman,Harry Styles,33bURv895AN4FkBvgFo2dx,0.624,0.647,3,-4.68,0,0.0335,0.0169,0.0038,0.221,0.379,136.022
She Bangs - English Version,Ricky Martin,1uPrIHgYztXSkkcts9jet8,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866
Little Red Corvette,Prince,4iozhXt27eMl39W5z7R8H6,0.748,0.746,1,-9.721,1,0.111,0.281,3.31e-05,0.632,0.709,123.144
Satisfaction - Uk Radio Edit,Benny Benassi,2mRNUz2RbAFf0AkPeQWelt,0.818,0.732,9,-4.253,1,0.209,0.0997,0.0389,0.074,0.37,130.063
What You Get Is What You See - Live,Tina Turner,4EfTFlwwrgu4oiUsot8xjZ,0.424,0.906,5,-10.985,1,0.061,0.00612,0.00186,0.988,0.676,168.447
Moneytalks,AC/DC,5u5F7qLDvZjBSktaDp4HxB,0.649,0.903,7,-3.677,1,0.0318,0.000841,0.000351,0.122,0.412,121.841
Killer / Papa Was a Rollin' Stone,George Michael,3EMwCbvaeyWVZb3ae0roHt,0.714,0.976,10,-7.349,0,0.0548,0.0284,0.00695,0.756,0.577,121.89
Toxic,Britney Spears,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
Monster,Lady Gaga,11tOJhggYToUQM8f9lEHXR,0.7,0.808,9,-4.522,0,0.0446,0.00141,0.0,0.611,0.664,120.033
Dance In The Dark,Lady Gaga,6Qh10T7u43YciJsJa99R3v,0.639,0.751,0,-6.357,0,0.0324,2.96e-05,4.9e-05,0.163,0.13,120.992
Blue Hotel - Remastered,Chris Isaak,1ZWRftKlf5bFBhsUUulMgE,0.522,0.826,5,-4.157,0,0.0352,0.00224,0.00148,0.114,0.478,149.374
Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976
Crimson and Clover,Joan Jett & The Blackhearts,4do0Z0rHdFUV3RSMxMQsdq,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741
I Will Survive - Extended Version,Gloria Gaynor,5f22DmcDGpsaG5RbUzVRow,0.777,0.736,0,-10.082,1,0.037,0.00755,0.0136,0.302,0.835,116.375
"Boom, Boom, Boom, Boom!!",Vengaboys,2Ld2LehpgQNREMxl9LlIzm,0.811,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479
No Church In The Wild,JAY-Z,3Osd3Yf8K73aj4ySn6LrvK,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78
Legs - 2008 Remaster,ZZ Top,7t6CAWplijBj4sdl0q3z0e,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398
LoveGame - Chew Fu Ghettohouse Fix,Lady Gaga,77cfRHcH4OyySqoCsMGwjq,0.728,0.818,9,-3.26,1,0.23,0.00124,0.00189,0.292,0.905,127.962
I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,1XLDwj2XXXNPOJvpvjHOas,0.564,0.834,2,-6.978,1,0.0384,0.00129,0.0,0.886,0.534,93.906
Wake Up Alone,Amy Winehouse,37A5PvtftHtsISQUDFNGUk,0.384,0.527,11,-5.294,0,0.0269,0.542,0.0,0.156,0.222,100.73
Rebel Yell - Remastered,Billy Idol,2ZTIw0fZhFp3nnvF41nvVc,0.534,0.694,9,-9.296,0,0.0472,0.000466,0.0485,0.155,0.45,166.791
Girls on Film - 2010 Remaster,Duran Duran,4EFkvOhgAmlHEfDfvfSoh5,0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697
One Way Ticket,Various Artists,3lLt8ofMFRTCcn8u46h4Ff,0.716,0.679,1,-11.338,0,0.0422,0.316,8.36e-06,0.075,0.964,123.593
Young Lust - 2011 Remastered Version,Pink Floyd,4ZhPXTpqp3NojMWsNHGnSd,0.615,0.487,11,-16.615,0,0.0335,0.0324,0.176,0.718,0.5,95.502
"Bitch, Don’t Kill My Vibe - Remix",Kendrick Lamar,3SImXx6qmobDK2q7MKeR1Z,0.616,0.778,1,-5.809,1,0.249,0.0499,0.0,0.204,0.145,133.785
Fuck Me On The Dancefloor,Disco D,6KdcVTc8fEqx2m1aIwTm5j,0.721,0.828,1,-5.791,1,0.156,0.00506,0.000387,0.285,0.44,153.415
The London Boys,David Bowie,6uYxv7mP9XpSs4FNRjGleM,0.406,0.272,8,-12.746,1,0.0363,0.826,2.12e-05,0.119,0.227,104.012
Heavy Fuel,Dire Straits,1ydZRag9jS1VAXcUs8DAu9,0.616,0.813,9,-8.069,1,0.0275,0.0164,0.0498,0.235,0.778,131.99
Fuck the Pain Away,Peaches,0NWWDumjD2TCrR6iV6ZFgR,0.904,0.944,4,-2.626,1,0.138,0.0339,0.00592,0.075,0.931,131.599
I Turn To You - Hex Hector Radio Mix,Melanie C,5x5zRAJy1a8lSKWCCKSCIH,0.638,0.955,6,-2.247,1,0.0274,0.00786,0.000128,0.16,0.6,137.987
"Beautiful, Dirty, Rich",Lady Gaga,0Bjr5EAEa5YxfSHHWzZmds,0.782,0.906,2,-5.229,1,0.152,0.017,0.0503,0.293,0.697,120.064
Bitch Better Have My Money,Rihanna,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
Fashion Killa,A$AP Rocky,0O3TAouZE4vL9dM5SyxgvH,0.801,0.819,11,-5.189,1,0.158,0.292,0.0,0.515,0.811,139.969
Mary Jane Holland,Lady Gaga,0gMpKudmJ2ljDVAdIe9DmR,0.48,0.967,4,-4.586,0,0.235,0.0156,0.0,0.356,0.206,101.997
Cocaine Blues,Johnny Cash,1I6JYb1GfXpWfKY4VHKtaY,0.609,0.662,5,-9.948,1,0.0669,0.537,2.8e-06,0.122,0.951,143.477
Diva,Beyoncé,5Ssv6DaKrW0HczVqx6zXdl,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092
WhereTheTreesMeetTheFreeway,BONES,7nH4UnffKuEHlbjCnSRYRG,0.773,0.278,1,-14.78,1,0.105,0.297,8.91e-05,0.0918,0.0373,96.994
Off To The Races,Lana Del Rey,3uUCgL0cbSd0isnqhHCm1f,0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125
Erotica,Madonna,1amRq1hFKK1vFCj2KNDfJV,0.63,0.821,11,-6.726,0,0.0467,0.000632,0.479,0.0963,0.271,102.022
Private Dancer - Single Edit,Tina Turner,623ZeL2lWuz5v03TVkRBZa,0.639,0.669,4,-7.574,0,0.0507,0.225,0.00117,0.1,0.57,116.22
Tapout,Rich Gang,39z2CyYexbcwgD0pEeUUeu,0.762,0.577,8,-5.229,1,0.175,0.0309,0.0,0.108,0.287,142.055
"Money, Money, Money",ABBA,29FNeqjOV2kPWGS55qhtGB,0.756,0.741,9,-6.426,0,0.0364,0.43,0.00113,0.0807,0.691,120.445
APESHIT,The Carters,62GXGpd73vslqIBHq8XqOx,0.706,0.785,2,-6.475,1,0.271,0.0131,0.0,0.164,0.377,160.033
Bad To The Bone,George Thorogood & The Destroyers,6s0NHplywwr1IjnQpUpWJk,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231
ROCKSTAR 101,Rihanna,5rXDTihGQ3TkYE3pmraAmH,0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697
I Like It Rough,Lady Gaga,2UsdgG4NzhmwObtfyEMBjL,0.719,0.896,10,-4.104,1,0.0413,0.121,2.47e-05,0.138,0.8,120.008
Monster,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887
Rake It Up (feat. Nicki Minaj),Yo Gotti,4knL4iPxPOZjQzTUlELGSY,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
Boys Boys Boys,Lady Gaga,33CB8obztQNidFDbO6Z1Wl,0.725,0.662,9,-5.068,1,0.0404,0.0144,0.0,0.0996,0.814,122.989
Bad Reputation,Joan Jett & The Blackhearts,7pu8AhGUxHZSCWTkQ2eb5M,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715
Jam (Turn It Up),Kim Kardashian,6slnz0q9Peo9Pnok7U51so,0.782,0.828,9,-5.82,0,0.0496,0.00462,5.44e-05,0.0973,0.661,127.968
Bubblegum Bitch,MARINA,6IbnUaczZBT34DhaD6S18F,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024
Did It On’em,Nicki Minaj,6Slt6WiWnriaqCb8xXb2ZT,0.562,0.414,7,-7.032,1,0.349,0.0445,0.0,0.204,0.474,155.826
under the collar,Matthew Joseph,6XyxtGJ6lnNgrUm6XgD2Ee,0.753,0.546,8,-6.824,0,0.252,0.0201,0.0,0.105,0.62,97.974
Heaven and Hell,Kanye West,2Y40huo5ewaKYxsFintYtF,0.764,0.422,0,-7.265,0,0.119,0.0409,0.0,0.152,0.268,82.986
Cockiness (Love It),Rihanna,3jYW03V9XeM2w7LJ0EXQDC,0.673,0.773,8,-7.099,1,0.0576,0.00118,0.000569,0.148,0.265,124.999
Y.U. MAD,Birdman,2STxkZwoTQeZ5jxtgXsy9y,0.615,0.804,0,-8.322,1,0.471,0.00174,6.39e-06,0.678,0.443,152.995
Hell Of A Life,Kanye West,3rCNmRonlHN1TXQLcG3dSk,0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962
Jewels N' Drugs,Lady Gaga,2MqhCzdw8Py25ZHY2Di3Sr,0.737,0.893,2,-4.151,1,0.0687,0.00313,0.0,0.245,0.534,136.039
Pour It Up,Rihanna,5r67bGhYXZNqk2m2Wupfmu,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002
Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003
Can't Help Falling in Love,Elvis Presley,44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307
Angel,Aerosmith,3kfXUGIdBNpyr2gBvU3Guj,0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449
"Love Over Gold - Live At Hammersmith Odeon, London/1983",Dire Straits,133OpaqyLR4GVdTrVztwvX,0.432,0.282,5,-15.051,1,0.0289,0.414,0.00593,0.743,0.115,98.192
Tar Baby,Sade,0vOBoaUAgYwDUfATb01HLU,0.634,0.659,1,-7.991,0,0.0265,0.381,0.0,0.278,0.385,97.128
Sweet Thing - 2016 Remaster,David Bowie,4gBRHnW9xeNABYDR2zV8Jj,0.358,0.399,7,-15.799,1,0.0383,0.718,0.000689,0.438,0.287,119.922
To Love Somebody,Janis Joplin,3MxITa0OnVjyjXrMR8Ql6F,0.524,0.334,11,-10.759,0,0.0661,0.465,0.00313,0.2,0.355,123.646
Please Don't Make Me Cry,UB40,5aDuz2VN1wtUrjyufxr7Rj,0.842,0.309,8,-16.818,1,0.0598,0.265,0.000673,0.135,0.814,75.586
Two Steps Behind - String / Acoustic Version,Def Leppard,0hJnqEmo8DeMmRhh6mwAof,0.456,0.419,2,-10.594,1,0.0247,0.117,0.0,0.178,0.425,146.148
In the Evening - Remaster,Led Zeppelin,0mFvyXWpsxhewV0s8zSB3w,0.431,0.789,2,-8.224,1,0.0449,0.0122,0.0921,0.119,0.425,104.036
Love of a Lifetime,Firehouse,2kDH08boXJyhKMl5hnZbrE,0.472,0.48,1,-11.893,1,0.0308,0.000204,0.00275,0.0914,0.126,123.023
Beth,KISS,1cPXOzyeZauSAsT1yy7aBp,0.387,0.238,0,-13.496,1,0.0339,0.878,0.000715,0.194,0.279,115.354
Love Is on the Way,Saigon Kick,3F3n2V9XBrtb1omqLfcNPe,0.576,0.449,1,-8.764,0,0.0287,0.085,0.0,0.119,0.0552,129.323
Royal Orleans - Remaster,Led Zeppelin,51fBpLsMRfOqQX1rWLXHgD,0.596,0.875,9,-7.392,1,0.0977,0.147,7e-05,0.0909,0.737,109.118
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",Various Artists,2aXDWWlbLUapMZnYNDErmv,0.324,0.472,7,-7.756,0,0.0434,0.54,0.0371,0.214,0.184,109.014
Miles Away,Winger,3Bzh1AtiViTIaZV6yqySZH,0.363,0.528,5,-10.08,1,0.0305,0.0661,0.0,0.334,0.317,182.21
Hero,Mariah Carey,4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987
High Enough,Damn Yankees,5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,2,-9.612,1,0.0306,0.0241,0.0,0.0922,0.232,81.814
Close My Eyes Forever,Lita Ford,43thLwzSasUUZEYjYPeJh3,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-06,0.172,0.24,130.574
Amanda,Boston,4gpext9x0CbdD9NWaa4nDj,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494
One Last Goodbye - Remastered,Anathema,0jQxDAN0CBuIdAqbR4OnzV,0.251,0.467,11,-7.88,0,0.0348,0.00485,0.00021,0.0815,0.0685,113.112
Mirrors - Radio Edit,Justin Timberlake,6ToFxXRBtl5TJFEyIoYK3f,0.578,0.6,8,-5.7,1,0.0455,0.144,0.0,0.426,0.646,76.999
XO,Beyoncé,40xhyfAPDoMtv494MfPevP,0.47,0.792,0,-8.932,1,0.26,0.171,1.28e-06,0.313,0.214,170.085
Blind Faith,Warrant,7Fmv4QiyAdMroX61cOPaGn,0.441,0.616,6,-6.69,1,0.0387,0.186,0.0,0.145,0.294,140.853
Dance Me to the End of Love - Live in Dublin,Leonard Cohen,32huuYVvTKCxfKOoKNOn10,0.508,0.371,2,-15.107,0,0.0406,0.746,0.00815,0.395,0.511,135.115
Hello Darlin',Conway Twitty,6vmAgl2y9MpoZKrVUXrPe5,0.276,0.235,0,-14.352,1,0.0315,0.94,1.01e-05,0.132,0.472,170.55
Even Now,Barry Manilow,5ysB8OZ3b5GRTxX4YEJaX1,0.294,0.319,11,-10.359,1,0.0303,0.574,0.000106,0.0997,0.313,132.343
Still D.R.E.,Dr. Dre,503OTo2dSqe7qk76rgsbep,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431
Flies,Grand River,2N76APK48NUmuOCZVrEmUy,0.235,0.246,11,-20.041,0,0.0415,0.774,0.94,0.0922,0.0315,178.47
As Is,Ani DiFranco,7A2lr0HB8A2QXZdB3AonvH,0.745,0.389,10,-15.983,1,0.0392,0.641,0.00311,0.0997,0.778,94.515
10%,KAYTRANADA,41SwdQIX8Hy2u6fuEDgvWr,0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99
From America,Kid Francescoli,5BMg8D9Wl4yvPqzTq7rWRC,0.891,0.428,2,-8.766,0,0.0598,0.0316,0.0373,0.0974,0.322,143.987
Hypnotized,Purple Disco Machine,7HxWZggiHyGWT9ZSmWzcxu,0.691,0.82,11,-5.077,0,0.0915,0.0956,0.00025,0.108,0.707,108.074
Lovely Day,Bill Withers,0bRXwKfigvpKZUurwqAlEh,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923
THE GUILTY PARTY,While She Sleeps,3TBZsSXbRhHQZeZPGjboiS,0.525,0.943,0,-5.652,0,0.0631,0.0029,7.37e-05,0.0698,0.184,108.972
Torna a casa,Måneskin,3590AAEoqH50z4UmhMIY85,0.425,0.638,1,-3.184,0,0.0759,0.426,0.0,0.177,0.45,81.396
Master Blaster (Jammin'),Stevie Wonder,5EAgXGJ8Kw5QAfhQkZXYqT,0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103
Walk On the Wild Side,Lou Reed,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522
Atomic,Blondie,5QIbR39hAEDIOkr4ggh4xc,0.596,0.824,4,-4.893,0,0.0361,0.0504,0.129,0.0586,0.786,135.171
Freed From Desire,Gala,3u5N55tHf7hXATSQrjBh2q,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99
My Heart Goes Boom - Radio Version 'Reloaded',French Affair,3M8Udb8BCORTooCQAjo4R2,0.771,0.938,9,-6.0,1,0.0288,0.171,0.00664,0.0846,0.936,130.028
"What Is Love - 7"" Mix",Haddaway,2IHaGyfxNoFPLJnaEg4GTs,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871
Gypsy Woman (She's Homeless) - Basement Boy Strip To The Bone Mix,Crystal Waters,1SShxVVBeZBCY7WddnksPz,0.484,0.641,5,-12.612,1,0.0377,0.000779,0.278,0.0738,0.181,119.981
Sing Hallelujah!,Dr. Alban,6RQtvdmW0fnWv1VOKpgYcq,0.719,0.795,5,-7.232,0,0.0387,0.00225,0.00664,0.34,0.844,124.694
Everybody's Free (To Feel Good),Rozalla,1PrlCxehcEi0KvIwKzJuOl,0.588,0.929,9,-9.278,0,0.0778,0.013,0.000783,0.231,0.175,130.103
Saturday Night - Radio Mix,Whigfield,59VRFpPnC8pOhIH2WCWXF9,0.728,0.784,11,-11.776,1,0.0379,0.0449,0.0918,0.0964,0.964,129.981
It Feels So Good,Sonique,4Y8q64VnhD0vFYy9g2WFpi,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012
Come Into My Life - Molella And Phil Jay Edit Mix,Gala,2rVQyOpG4G2ECnQFOCsnmz,0.658,0.831,5,-6.527,0,0.0299,0.000431,0.0342,0.177,0.695,129.067
Destination Calabria - Radio Edit,Alex Gaudino,5TmFTHZp7HjBXjjsFvCY6h,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016
Bailando,Paradisio,6PwbVXIomkvk4YcafiOc6i,0.647,0.94,6,-8.759,1,0.0394,0.0836,0.00962,0.119,0.835,132.824
Up & Down (Don't Fall in Love with Me) - Radio Edit,Billy More,5ZevlBGbCJLR7KVwQxrzTg,0.799,0.771,6,-8.601,0,0.0324,0.02,0.00443,0.139,0.833,129.988
Tu es foutu - Radio Edit,In-Grid,5TX4QkyawyBAjNjwF2qBzG,0.916,0.801,8,-6.279,0,0.053,0.000388,0.395,0.162,0.719,132.028
Show Me Love,Robin S,4t0UsYzmmmZRMTWn77jiGF,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258
Rhythm Is A Dancer - 12'' Version,SNAP!,6NLAzDPHSlV2bl7XbmivOq,0.767,0.869,9,-7.323,0,0.0334,0.111,0.0688,0.0815,0.849,124.254
Désenchantée,Kate Ryan,4yOU9FaCmFFo2qfy1FHIe3,0.51,0.891,1,-7.517,1,0.0653,0.144,0.000641,0.208,0.326,139.973
You Bring On The Sun,Londonbeat,4QGUlo1swUpXduW23JM57S,0.703,0.847,2,-10.847,0,0.0292,0.133,0.00021,0.315,0.966,118.469
Voyage voyage,Kate Ryan,4HsvdyB7HDERx46V8Q8dV8,0.566,0.951,8,-3.197,0,0.0352,0.000926,0.000517,0.338,0.259,129.954
Push The Feeling On - Radio Mix,Various Artists,5FgksYa3NCAO9ggJTuD5Q7,0.776,0.763,11,-5.247,0,0.0285,0.0228,7e-06,0.19,0.742,123.033
Played-A-Live (The Bongo Song),Safri Duo,7uuo02BIR76qZ6ZXQhz7Ys,0.634,0.97,8,-9.585,0,0.0569,0.0156,0.88,0.34,0.202,137.997
Excessive Dance,Luca dell’Orso,3FlK2PJ6yvEEUkR1uv3J7c,0.669,0.925,6,-9.769,1,0.0437,0.000112,0.946,0.0693,0.511,118.871
Pantalón,Kornél Kovács,0eOUXa1w5m7roVWO0nj1ZF,0.862,0.634,1,-9.059,1,0.0459,0.0491,0.425,0.0899,0.388,120.011
Masterpiece,Gazebo,7vOs0UNehTDMera8uv6fXh,0.786,0.451,9,-9.516,0,0.038,0.00522,0.00207,0.0764,0.626,121.985
Resta cu' 'mme,Marcella Bella,5Xyxnr0gpEnYaQPdR0mdYe,0.467,0.71,10,-9.883,0,0.0586,0.00767,0.000393,0.206,0.702,137.273
Stranger in a Strange Land - Club Mix 1983,N.O.I.A.,6eqW2BVJj5YvaCa4zPh4zz,0.775,0.761,1,-10.463,1,0.0482,0.0413,0.776,0.0549,0.431,112.979
The Glow of Love,Change,6w9g12jpHCPCuvYVX7vLLG,0.697,0.899,4,-4.38,0,0.105,0.302,5.37e-06,0.168,0.743,118.116
Neutron Dance,Krystal Klear,2dxiLe0Pq6pG058eYMbrn7,0.74,0.904,7,-7.695,1,0.0461,0.0107,0.911,0.923,0.892,125.006
